,Date,t1,t2,x_FOV,y_FOV,xs_CEN,ys_CEN,ys_FOV,xs_FOV,I_min,I_max,Is_min,Is_max,# maps,filename,Annotation
10,2022-02-02 05:28:00,2022-02-02 03:28:00,2022-02-02 07:28:00,2500.0,2500.0,-522.0,366.0,800.0,800.0,1.0,2417.0,1.0,2417.0,54.0,20220202_0528_FSI304F.mp4,
11,2022-02-03 20:40:00,2022-02-03 18:40:00,2022-02-03 22:40:00,2500.0,2500.0,1115.0,310.0,900.0,900.0,1.0,1700.0,1.0,1700.0,54.0,20220203_2040_FSI304F.mp4,
12,2022-02-03 23:40:00,2022-02-03 21:40:00,2022-02-04 01:40:00,2640.0,2640.0,1100.0,341.0,1000.0,1000.0,1.0,1800.0,1.0,1800.0,72.0,20220203_2340_FSI304F.mp4,
13,2022-02-07 19:20:00,2022-02-07 17:20:00,2022-02-07 21:20:00,2700.0,2700.0,1716.0,1631.0,800.0,800.0,1.0,1817.0,1.0,1817.0,19.0,20220207_1920_FSI304F.mp4,"wrong coordinates?: (1716,1631) not on solar d..."
14,2022-02-08 21:40:00,2022-02-08 19:40:00,2022-02-08 23:40:00,,,1039.0,-355.0,,,1.0,,1.0,,19.0,,zero files
15,2022-02-13 03:16:00,2022-02-13 01:16:00,2022-02-13 05:16:00,2900.0,2900.0,1030.0,550.0,900.0,900.0,1.0,1650.0,1.0,1650.0,54.0,20220213_0316_FSI304F.mp4,
16,2022-02-16 01:56:00,2022-02-15 23:56:00,2022-02-16 03:56:00,2800.0,2800.0,483.0,583.0,700.0,700.0,1.0,1500.0,1.0,1500.0,96.0,20220216_0156_FSI304F.mp4,
17,2022-03-05 00:00:00,2022-03-04 22:00:00,2022-03-05 02:00:00,4300.0,4300.0,863.0,-367.0,1400.0,1400.0,1.0,2483.0,1.0,2483.0,7.0,20220305_0000_FSI304F.mp4,
18,2022-03-14 17:30:00,2022-03-14 15:30:00,2022-03-14 19:30:00,4800.0,4800.0,2196.0,-920.0,1600.0,1600.0,1.0,2967.0,1.0,2967.0,8.0,20220314_1730_FSI304F.mp4,
19,2022-04-02 17:30:00,2022-04-02 15:30:00,2022-04-02 19:30:00,,,-1502.0,-548.0,,,1.0,,1.0,,24.0,,zero maps
20,2020-11-17 09:59:00,2020-11-17 11:59:00,2020-11-17 07:59:00,,,,,,,,,,,,,
21,2020-11-17 18:59:00,2020-11-17 20:59:00,2020-11-17 16:59:00,,,,,,,,,,,,,
22,2022-11-18 09:59:00,2022-11-18 11:59:00,2022-11-18 07:59:00,,,,,,,,,,,,,
23,2020-11-18 12:58:00,2020-11-18 14:58:00,2020-11-18 10:58:00,,,,,,,,,,,,,
24,2020-11-18 13:57:00,2020-11-18 15:57:00,2020-11-18 11:57:00,,,,,,,,,,,,,
25,2021-12-04 07:53:00,2021-12-04 09:53:00,2021-12-04 05:53:00,2500.0,2500.0,,,,,,1800.0,,,,20211204_0753_FSI304F.mp4,
26,2021-12-05 19:26:00,2021-12-05 21:26:00,2021-12-05 17:26:00,2400.0,2400.0,,,,,,1000.0,,,,20211205_1926_FSI304F.mp4,
27,2021-12-06 06:00:00,2021-12-06 08:00:00,2021-12-06 04:00:00,2300.0,2300.0,,,,,,1383.0,,,,20211206_0600_FSI304F.mp4,
28,2022-01-08 01:28:00,2022-01-08 03:28:00,2022-01-07 23:28:00,2300.0,2300.0,,,,,,1800.0,,,,20220108_0128_FSI304F.mp4,
29,2022-01-13 14:02:00,2022-01-13 16:02:00,2022-01-13 12:02:00,2400.0,2400.0,,,,,,1483.0,,,,20220113_1402_FSI304F.mp4,
30,2022-02-02 10:18:00,2022-02-02 12:18:00,2022-02-02 08:18:00,2800.0,2800.0,,,,,,3133.0,,,,20220202_1018_FSI304F.mp4,
31,2022-02-07 19:20:00,2022-02-07 21:20:00,2022-02-07 17:20:00,,,,,,,,2000.0,,,,20220207_1920_FSI304F.mp4,
32,2022-02-08 21:40:00,2022-02-08 23:40:00,2022-02-08 19:40:00,,,,,,,,,,,,,
33,2022-02-10 20:12:00,2022-02-10 22:12:00,2022-02-10 18:12:00,2800.0,2800.0,,,,,,1783.0,,,,20220210_2012_FSI304F.mp4,
34,2022-03-10 18:30:00,2022-03-10 20:30:00,2022-03-10 16:30:00,4900.0,4900.0,,,,,,2800.0,,,,20220310_1830_FSI304F.mp4,
35,2022-03-11 13:00:00,2022-03-11 15:00:00,2022-03-11 11:00:00,4900.0,4900.0,,,,,,3017.0,,,,20220311_1300_FSI304F.mp4,
36,2022-04-09 11:30:00,2022-04-09 13:30:00,2022-04-09 09:30:00,,,,,,,,,,,,,zero files
37,2022-04-11 20:30:00,2022-04-11 22:30:00,2022-04-11 18:30:00,,,,,,,,,,,,,zero files
